id,ip_address_v4,ip_address_v6,mac_address,latitude,longitude,zone,country_code,data_encrypt,trafficked_data,mesured_at
76738e62-0442-478a-89bd-10f0eccc4f5e,122.219.154.217,8519:d37c:ba25:ce17:24ab:293a:f6d1:94f9,D0-A3-B3-AB-51-91,-8.4335,115.5012,Asia/Makassar,ID,af35844152eee29ad82f62abd46c0674d573636004c6d32f10b2859a3227218b,63018.8962,2022-03-08 01:14:22
181d4c90-eda8-4f5c-816e-dd0dae3e477e,145.3.155.243,abd0:fd15:a12f:3df6:929c:ac05:ad0f:565e,32-CB-00-D2-CF-12,59.3378401,18.0550026,Europe/Stockholm,SE,8f041fa15cdc4e505ca310f622d8304d87bc846fba1664ada96a41964875785b,52488.1693,2021-10-17 12:38:02
7b231fb1-050a-4e59-9c57-343c7e68f341,43.119.162.86,943f:f07c:dd8b:f0dd:9575:2d0b:e412:5b1c,2A-D2-78-5D-28-C7,42.901533,125.136451,Asia/Chongqing,CN,7ee91fb6528a2266e94255f8ae1c6abde4183c28ba760efcea61145cb10749ab,60659.3321,2021-10-02 04:12:10
e0d3ef8d-0b39-4995-b507-3daefe196eaa,50.118.37.188,83f6:a96a:c58f:b364:d19c:efc8:50c9:777f,4B-E3-6A-3D-23-F8,-6.4026236,-38.8591633,America/Fortaleza,BR,2cf781b893b6ffcce6705b66750f9cc23fe8bbbb99f13e5a8f2482628b74cd21,678.5085,2022-04-18 10:38:27
41392ca8-2c16-45bd-946e-588784f1e131,173.175.85.84,6055:1af3:6986:6646:6e5c:5ac5:6bec:f40e,68-AA-CD-EF-EE-B1,-8.4731006,126.4553727,Asia/Dili,TL,ed1dd0514a347eed0f2cc2519d41eab3984b28ebebf8834966dc4a12516503d2,19597.01,2021-08-31 11:36:58
b0eb38f2-7b24-46d4-9750-9cd94665fb02,227.159.217.137,9c21:c1a5:8cea:8579:78a6:e12:5e76:3871,70-01-01-67-01-90,29.852891,114.298711,Asia/Shanghai,CN,f767031702fb3b05b351bbd562bb74c2a3c226e5818430e0dbea8126ddc55e39,33922.3665,2022-07-24 05:00:06
7e398189-81f9-4921-9343-58c4c9efed89,30.242.9.183,f319:d78b:2c80:ec1:d93:3d2b:4542:5d49,07-D9-5A-51-46-7B,-7.0051453,110.4381254,Asia/Makassar,ID,9e16e25446fe13b4b08ef50af154821441fa8c431ccad0467ba183dd7833da9f,48806.3156,2022-06-17 12:04:09
895f5f22-6ecf-4784-8a20-d22d444d7746,179.1.186.17,bb9b:2353:6d3b:d725:42d8:7a4c:d9a0:c41b,9C-13-97-B4-27-E9,57.512722,72.40078,Asia/Omsk,RU,b020bfc1cef27e4afaee002de7f5d80ca800fea0454d003cd6ee15041716eb97,24844.4093,2022-07-19 09:55:20
f40b9cea-256d-4bf6-a55e-9cbaa36612cc,81.138.56.106,ff83:df73:6465:4529:a87d:49b1:9573:9283,DC-32-E6-5F-25-47,-8.0664795,-34.8843973,America/Fortaleza,BR,1133883c358950d9e22765ba94ecfb45c8057b353be7946cb022e1ffde47f3e8,23921.6416,2022-05-01 13:24:33
54df91e7-a57b-4b3b-827e-64f340de4a8c,122.187.208.246,4f76:c6c1:8d77:8714:ec74:e47f:5ebc:fca6,23-6E-84-DC-FA-A4,17.9213664,-87.9610905,America/Belize,BZ,4cf070ec6a7ab8f44926ef2e7b02d44a44c731a357456620e6596931ea981f38,83671.53,2021-12-27 08:21:20
d58b8a35-73ed-4f27-b3a4-5151c36d100a,13.190.38.59,e4:19d3:a13b:fb09:4eb8:f2ff:2158:6d86,5F-39-6F-9E-CB-09,40.9981633,47.8699826,Asia/Baku,AZ,17e7dd182e67980a7d6aa5b2b3dfdc41ba4d22b2232363e5f6b02e318fadadbb,49644.024,2021-11-27 21:48:27
61dc6dbb-e634-4eb9-914a-b1baa90a27b3,44.203.200.14,ae32:278b:fec7:3571:80d2:c356:8345:85c7,24-DE-4A-95-4C-6C,15.6941944,121.1004925,Asia/Manila,PH,a7cd97f8e3ef033a23da73155a14cd5da0172f648a8b85f1d78482d8fe2ffe8a,42072.8469,2022-06-16 00:27:24
b657ce06-ae1e-49fc-bb13-30fb1617d3d1,243.5.206.64,9c10:e488:4f20:ed8d:eb31:87bc:4cbf:6ea3,98-F3-1D-E3-2B-6C,53.3141205,-6.2387374,Europe/Dublin,IE,7b67dedad09708a7dd8abb572a2ad1ac70a6746ef0ab9671220c6bb694bb1db5,2312.6907,2021-10-13 20:09:23
3bc21471-47a7-49a8-9d4e-819f47d210b1,26.90.153.44,3c6:61c9:90b0:e59d:1e31:38d2:66f1:d46f,C7-A9-0E-18-F6-FC,-8.1264039,111.7018452,Asia/Jakarta,ID,a8dd930d09fbabdb5d5b52e53a0a2b19fcc2ba0a2f0f6d7f26e3410b1354330d,60851.5376,2021-10-12 04:32:52
45bd5496-c029-4b73-9acd-ff34ceea91d3,160.22.70.25,5b2e:ebf3:5692:ebad:e9e8:7e1c:54da:a9d4,7D-84-E4-FE-56-0B,48.9237307,14.4538327,Europe/Prague,CZ,f4b7be591497d9d3e901eab1ba4a5177370a2533b3c89c18f36e57c5a02b82c3,73324.1763,2021-12-17 20:32:01
894dfaef-9eb1-415f-8444-4746f8c0d0d4,227.143.179.253,b233:e7b7:d944:634f:3c69:9555:e447:26e1,A0-F6-D5-A0-42-19,-31.9721616,27.0382158,Africa/Johannesburg,ZA,26c988c8f6756baed4e73f6064fa702d905084c8b8af3252d059c8a27e9a390f,6311.1278,2022-05-07 11:36:36
ee8d6727-0202-4a63-8a0f-eec2bb6bf012,182.111.98.83,6100:27ba:4b67:fd00:842c:21ed:922e:95b7,2A-EA-75-1F-85-24,22.366728,110.67438,Asia/Shanghai,CN,6ff6a57bfbbaa24708dd7b042492f21cf162889861e57df76329431eac61d3b2,9244.5291,2022-07-07 11:25:03
803e5c77-c42a-48aa-98ef-667ea9e31298,32.199.241.213,2683:eb9b:8c98:b74d:8bc2:7e4e:3e44:775d,CB-B5-1D-99-43-65,49.01091,14.0000005,Europe/Prague,CZ,683ad251b0537f95cdcfcb717088ae6a4182c8201b5524f7ab1a9e2c85fbefae,23350.9209,2022-06-03 07:20:33
5c05e435-a64d-41d7-85e6-d9a03b893dfc,241.116.210.21,c274:7c1e:c330:5565:66eb:2f44:e34b:b245,8F-44-50-92-07-13,49.8338541,36.3240107,Europe/Zaporozhye,UA,5c085f0075272d32c088767eca87186a1b8f0257f1f908de9a3eaf54585b3851,12061.723,2022-04-03 05:52:29
79af4d22-6e73-44cf-9ea0-f25bc8a21d82,167.247.109.62,b948:dddf:9b49:fa2f:87c6:eb97:b7b9:25b,F5-81-6A-59-56-79,51.9094928,5.4352554,Europe/Amsterdam,NL,777e1c8e1a8b64549fe83253cb434caaba6b140eaf48deb6ccada5e0b33bcea4,93754.3359,2021-11-09 16:00:43
eab14625-6890-4309-a581-c6384a5c7b05,23.51.232.10,1c24:745:7796:d9ca:feb4:463c:39d3:bfa0,50-FD-15-71-4D-02,34.2818498,109.002843,Asia/Chongqing,CN,3352245ca477eb2ba068fa0c5247cb25e7e5905aa284c6b733e3287f2887660b,88888.3945,2022-05-26 22:16:25
a3ad6b9e-1b8e-402b-a095-b5d97215684b,103.107.130.4,be82:a41:e638:bb49:d91d:78db:fc39:ab3,9B-B4-5D-D7-87-85,45.1934857,5.7218985,Europe/Paris,FR,937c729e6cf649fd60991866ce70e0b02ec9318447c346b1caabd0a2b56480d9,84335.1297,2021-10-02 02:17:12
127323ea-4fba-4530-bfab-1c94c9de02d9,91.215.39.171,68c0:b4bc:ff94:6e2a:6e19:c0ed:5156:383,D5-78-69-63-67-82,-20.2582305,57.7544636,Indian/Mauritius,MU,5b0b8eac5ab39e33a88862a7b8ecf89c07e1f7e7f3301f09a1d33f50eede99ae,13600.8041,2021-12-31 01:42:01
f4d72e04-ac61-4882-b125-995e2af5f993,202.123.216.223,fbd4:a1d2:f7b1:a2d7:d24d:3046:35f2:589e,69-0F-88-FE-FB-A3,-7.0837242,108.4928912,Asia/Jakarta,ID,6fdd349dfacbd9ac2abefdc780fce0256caf7c5e8475086d8436bb9ff05c87b5,58312.9917,2022-04-13 13:56:26
530c1a02-cb7b-41a1-bdfb-417af4503adc,248.122.56.58,5957:c84a:7321:eef5:b8ce:5296:9d76:b3de,E7-C2-4E-74-E2-5E,43.4903429,5.3378155,Europe/Paris,FR,6e01a9856b111712388be1f875fbd6588220872cfd8516993f72813edf6f102d,63561.0703,2022-02-12 16:12:20
e2951c42-180b-468b-992f-55faa6156bf0,235.15.17.175,d0cc:b1a3:ad96:26f6:8494:13ed:3f80:c8b4,17-EA-BA-65-B1-C6,-7.9868869,113.7513827,Asia/Jakarta,ID,4216cf55506c07b625feab1454d3644a05c2d06e5c194d608f091d9b47aa9a68,72250.881,2022-03-17 23:39:07
fcd38b00-1bb3-415b-97ea-905f7474b7ae,42.217.203.23,33ff:69e5:c09a:c5ea:668b:4f57:16c1:82cc,07-86-AB-8D-BD-C3,25.7572143,-102.9838564,America/Mexico_City,MX,a50dea6b00095340d85610efcef243768fda9fe1bab584466b68b4855d0a43a6,90041.1701,2022-01-22 13:38:48
c0c031ac-7231-480c-bf59-a7ee0b8f560c,56.132.125.154,8f7f:171f:aa83:338a:fa7c:2411:b22f:e0ba,58-0D-CF-3B-CD-46,7.8870586,98.3854869,Asia/Bangkok,TH,bd62239ab076cc67b5d9c8825b2a8bee1b661e23e8b6b60676b51a3feecce90d,47760.9777,2021-11-14 04:07:35
6cd74279-3f4f-476c-bea1-f996fb7f14a3,54.109.1.50,76fc:11a8:1158:5e00:b2b:d236:5249:9038,C8-56-8F-D1-41-70,45.697904,0.964671,Europe/Paris,FR,78c173c7012923598b817f710d2446e4c7fa01b7f0d9f3add37bbdcaf5674b01,54171.8844,2022-06-08 04:38:10
c6721a3a-c24d-4876-a4c4-b9e550009c2a,79.165.106.174,9c97:a165:3e65:706:82d7:6ccf:99c5:1c76,07-D1-12-DE-21-37,50.6211008,24.4598077,Europe/Zaporozhye,UA,98c10fce1c969571827198c461aca317bbe1e2d0bcd6ec29e340e4fae029aa0a,87966.8775,2022-03-18 21:06:20
510a2faa-80ea-4055-8afd-62f4c851f9fa,251.232.14.177,cdf:ef0b:eed0:6521:16c2:69ba:e29c:fca5,98-5C-9E-F3-ED-7B,-6.1583904,106.4288088,Asia/Jakarta,ID,bd937b3f416febefdb3d3e7c99d3c2105ea020555543b7df5859bbc73f52353d,18376.1315,2021-07-31 16:31:49
248a408f-c2e1-4b64-bfdf-10421375c9a4,104.174.117.49,6d54:57c:ce81:b19:ab07:c489:60a8:2ac0,82-69-9B-13-55-B3,52.08234,5.1175293,Europe/Amsterdam,NL,8e3c716ded7c116ab47e6b7d20450028d6daf1ee750fe75d80fb7add3535558b,27762.7505,2021-08-30 21:55:22
b7b81b9e-60e0-4310-9bc2-0a7fa64d9257,217.206.188.205,b6c9:2221:1fb4:821c:e058:b36e:2e6e:85d,17-F5-DE-31-73-C9,-6.1130137,106.1610343,Asia/Jakarta,ID,54c2d9bf173c1b12ccd4478e3a43b0cb4ee4f15e415f8256f7bb8d3d4d08f128,39680.6789,2022-04-29 18:40:16
ee8e2329-f9cf-44b1-ba96-a3098f6dcb33,110.20.123.165,a186:d9cd:d8fa:cb71:c636:d1e9:f2fe:69b7,ED-9F-71-05-16-19,12.90616,105.2194808,Asia/Phnom_Penh,KH,03e88eddafd674aaeeca74bf1a267b59832ef6a79ba05b6376cbf702c989e2b4,2653.546,2021-08-30 16:57:14
1c7fac27-6c67-4f99-b9ac-ab3bad9130f0,64.70.104.16,7d72:6578:6101:70c:b50f:4eeb:7590:c074,96-59-6D-24-AA-E5,33.881885,105.538243,Asia/Chongqing,CN,b00de9a327aee3330dbf246e1a2bdbd35f9cf9c142d362bc376a882283f98733,88211.232,2022-01-05 23:09:44
6bc0c898-1264-4c39-9f84-491064f46350,8.169.251.221,ae33:d178:ef3e:e4a3:8f08:36c:1af0:110b,01-F6-83-AC-4C-9F,49.5743316,72.8993193,Asia/Almaty,KZ,6e1cc1f65d7ded8e8c8280256e13570906f358f2c1a186bf3ad9b4632f63f9fb,21295.487,2021-10-04 13:43:18
784c98f3-77b8-40c1-82af-c19c76729ddc,238.214.131.15,4c63:8b8f:ef04:7831:6476:b5b4:c00:57b2,2F-73-8B-18-16-A3,29.2031708,25.5195451,Africa/Cairo,EG,822e62d22d61cc523a3b744a11659883744087ca83aaab58a8c0881a76a89778,11776.6879,2021-11-25 06:55:57
030b2f96-cc87-43a5-95ad-823d02f36a23,30.162.129.161,a3eb:1566:e7dd:cd0c:6153:111a:f510:fca4,48-EB-CD-CB-F7-92,-21.7853787,-46.5619303,America/Sao_Paulo,BR,9fb05638929ce62c71f7c4a38a49d22e6935cf426d0b61b5b8825fa3957dc7a1,17477.7627,2021-08-09 02:03:15
4ca41731-6b23-4bb0-bc32-a3999f6e2f1c,34.97.139.202,2ebe:69d6:aa83:8e12:3d7d:138:6e4b:2d7e,64-7C-71-B5-22-2A,-7.3856497,107.7991545,Asia/Jakarta,ID,6c3c7c93a873f2f4f5cff34fea380885da1c541368331aa3fbb72d318cf88569,47694.2355,2022-03-03 07:55:10
67468489-4421-4173-bd45-5a5d7cc53290,61.219.171.235,6b97:27d2:6288:fede:8eae:e84b:6662:c3c3,89-EB-4E-F4-FC-F0,-14.8358687,-74.9327583,America/Lima,PE,57d665d34b716af8eaef2e669ce206e2e0cce7012e579d1284acc120830fd77f,58918.8263,2022-05-22 13:36:17
e550cc12-c74b-4733-91d1-281a4e2cbe03,105.62.69.99,f5ef:7287:58a6:baf8:c9dc:b83:7822:ec9d,6C-90-20-5F-A9-85,-2.609012,112.403397,Asia/Jakarta,ID,d44f933fc3cfe4eb59353f1a5bc028815e92724e710b1e7c5439fa49bda6c432,8920.3807,2022-06-16 00:22:29
06a97b2d-0270-495c-b879-2ddf5ed2acae,42.67.79.222,ba67:29fc:6a27:ca8b:2a43:3178:7c5:384f,0E-93-C5-0F-34-07,16.8046261,101.0089066,Asia/Bangkok,TH,39bc854339d636756f07d16eaaab55a61b4223dbd1135fdca093a7b0a3b5bed3,93022.5536,2022-01-14 12:52:19
8eb71883-73e8-446b-899a-3c5985390024,231.198.165.179,cdba:8f25:657f:26ce:b8ac:7ebf:9684:801,3E-8B-CA-CA-AB-56,39.7665139,-89.6100521,America/Chicago,US,f4032ec3eede9e688f228bdb26803eabd7613b2e9130193ffbde07aa1daf0af5,93261.1888,2022-05-02 02:07:58
4f5dbc2e-f377-4a3f-a0e5-947dc0351fa9,216.149.25.237,8ded:1b6f:7f95:970e:60f6:4752:156c:b91f,4B-AA-FE-4B-FF-D8,19.5615596,-99.3090985,America/Mexico_City,MX,3aa0c96d1118cd19fa9c412613e89449ea4c5ef1295ee5315dfacdfa8e740e6e,72102.0228,2022-04-16 19:11:14
8cb3b2da-1e87-40e7-8c86-d3a971814050,128.40.252.247,dbf6:a86e:9840:76f5:a287:5b4b:bca5:8bfd,E4-98-C8-3A-16-4B,25.941708,119.560304,Asia/Shanghai,CN,892e168a0a78e9e4c87b7985748009f84067ccb0eb505601541b986a13f048a5,37669.5499,2021-09-01 03:53:18
93072ca3-d6d9-480a-866e-516264a73712,94.187.172.41,ddc7:5a9:8408:e685:eef1:c922:cf98:9e55,10-2C-3C-8D-D3-E8,41.126912,-7.3592019,Europe/Lisbon,PT,20b447cf8138da57821180ca76ca28bb17a3c395ae1ab6c151c0081c9ec38dcb,5282.1418,2021-08-20 17:10:22
b638dd2a-ad24-433e-a69c-02ff0c9ade44,156.251.96.125,6ca2:35b9:261e:1e3f:290f:f350:42b1:328d,0C-9E-36-4E-CB-8F,59.3648079,13.4965215,Europe/Stockholm,SE,45afdd958c8b001bc61923ef37dd6f262bf32b0358060f744fc2214f800bc978,33716.0028,2022-07-09 21:55:37
fbb3dd59-e828-4af9-8d59-d4d832bcc4e5,73.65.212.177,e757:1437:2214:6f97:efad:db12:ded7:10c4,ED-64-60-26-23-4E,48.9183905,34.4967438,Europe/Zaporozhye,UA,e81e495f0273b42d3045453efb6e9a5df1103c4286a53a199c6b6a874996f765,9575.3169,2021-09-10 06:59:37
958b757d-fc4d-4a6c-9ded-ef67bd8da152,98.75.239.23,aa37:19e:d3a2:e4e7:4cba:aef5:6da4:b06e,E1-58-38-7D-04-F0,6.2716406,21.1950767,Africa/Bangui,CF,923e5cd70a00fe078bda25372f4e1c66fd63f6ec91b87248527cc6c80c360151,18454.5396,2021-10-02 07:47:15
7ae700ea-f985-420a-8921-96daace13ca9,246.45.103.18,85:d594:11c4:1a0b:9b76:35c2:b65c:8a02,36-53-DD-11-6E-3C,8.6791925,16.8591387,Africa/Ndjamena,TD,954150a874f052227aeba976955fe4d19bf215059bfab808145b2ae6e1b9b40e,9537.9017,2021-08-11 03:14:01
476c6226-798c-4aca-9bfd-83ea5bc9a019,155.23.71.81,6763:1643:8ea3:7465:ba:5545:e08f:68f3,12-58-D9-F7-0D-67,38.7960995,-9.1540186,Europe/Lisbon,PT,be1e6f0739672cb87fa01568613388915bddfa7261acc9f01d9ebb6b23a0ad05,29687.2609,2022-07-22 08:09:44
9faca81f-a4ba-4555-87b4-b8843f044c47,60.235.158.119,af3e:e88e:46b6:b514:5997:3f5a:f116:78ef,4B-96-7D-42-4F-C1,48.0270746,-1.7307558,Europe/Paris,FR,ef38466a3dd5b096b42866b0519ead9e9eabfa994976f3e94dc896b154199e47,94611.6323,2021-10-12 12:34:15
3e99fc4b-ebd7-40fe-84b6-6177ef9a2149,167.159.231.181,c5b5:f052:2921:6ff9:b5da:5505:78fa:7c21,AF-D2-F0-70-7D-03,-6.6572023,106.7057733,Asia/Jakarta,ID,44025429f2ca0f0c69f1e3db2fe70fbbaa0d1373daf434c6afbc3b58bbfaa1b1,94307.2278,2021-11-05 01:51:37
950b47f8-d1eb-4500-b568-13ad1b7f1b1a,36.154.106.86,c7fd:dfc8:a368:8e0b:263f:3651:df8c:cad9,53-6F-C6-02-3C-12,8.8232057,-69.9982093,America/Caracas,VE,ba7de49340faf306027912b34d58eb842238271dc1a865df33b8b90e1534cc3c,84160.9673,2021-12-27 10:56:01
54529aae-5bee-44b8-ab74-4414c95abd1e,3.63.126.172,21a4:3629:e941:3896:7359:a6d7:d54e:cecb,19-D5-ED-A6-AB-BE,22.579117,113.081508,Asia/Shanghai,CN,db0162dd7417945b2e3c6060785b8f1721e5aa6ed6c75568aee44476e9ab9949,33751.7128,2021-12-20 13:36:11
77773ab7-b579-41c7-a5d5-d151e24f5494,97.144.115.167,62e5:1399:6137:3b91:8277:8187:9aa1:7c10,E4-59-34-E0-2E-7D,56.3464983,21.065493,Europe/Riga,LV,99b07c200e619d18e57dc7d5dcef75c48ddc42c269bfce3857034aaa5acce0e6,38881.8409,2022-04-10 05:08:46
bf69a24c-2c06-43c9-8cfe-a923f46daa12,147.173.102.56,d37d:af36:945a:b3c5:3421:2b91:685b:c285,3A-06-FB-16-74-73,58.2721251,54.2388504,Asia/Yekaterinburg,RU,cc69895bbc586936f44cf1690ccd18b34fefa16759959f18fb9f74a96f536ac9,12018.3906,2022-06-23 14:36:56
5db00e14-c58e-4319-a6e7-f7e90de6d7d5,193.212.93.25,84e4:6081:4b27:fee6:9e0b:9472:87f2:c9c5,7A-3B-5D-DF-3C-7A,23.274583,113.69324,Asia/Chongqing,CN,1e30f8e979b163e8fd4d52cef1ee0f25f4f9cbc284d0a0b47c2075e052ce5bfb,81455.8872,2021-11-05 09:52:01
940a39e8-707d-4851-aac3-215108f639d8,25.19.141.251,7abe:b752:f930:27e7:751a:53e0:4c06:546b,D8-A7-44-76-C1-91,39.9870663,48.4692545,Asia/Baku,AZ,6b39fc28c1f736ae35406bfcb2dfc47993c9bee273edc02946cc542a0ffe3993,72054.1141,2022-07-20 23:32:39
e057577c-b78e-4a79-8532-35e283687ced,110.235.165.122,7c26:2b37:7b67:fee2:a8c1:de35:2bf1:a8d9,62-F3-07-4F-11-7F,6.67745,-75.811744,America/Bogota,CO,2b9d40167c7fbfde143ee32ef870cd2baabc083b5557a1010d0956e1569e53ef,17279.8203,2022-06-18 07:42:50
56fd58d0-a880-456f-afb9-900c27ee60fa,115.84.203.108,98e7:6fa:7350:11d9:4da0:c2e:6e22:14da,89-08-28-2C-C9-2E,46.4883734,15.9702079,Europe/Ljubljana,SI,1c3be0f36f82d20c7a6b354ff7717df7a9179571e2cd14c51a7fdd822b63bba0,33293.9987,2022-03-02 14:33:05
d2324067-fe21-4dc1-815b-8c67bd46af7a,88.113.56.120,5f5c:359e:9d0f:5933:d1b6:9640:79dc:989f,8C-E6-4A-51-ED-20,19.5037694,-99.1324282,America/Mexico_City,MX,4750792d0ed2a6b6b7e32a362012fbf3f2e0ee7543be7d37938c429887b0cc01,36520.1352,2022-02-05 02:57:17
43f88c49-8e89-4809-885a-ee01a405982b,206.9.31.226,a6bd:de19:3d3b:c8c5:1fe3:3d1f:7db0:a434,05-00-BB-D7-67-63,42.22609,129.20776,Asia/Pyongyang,KP,9375e28d4160d8517fd2572aff12ef8647638260728243e78dafaa7f9d96f937,72025.7991,2022-03-25 23:11:06
4128c244-baad-4c03-9860-946d65abf9b5,127.110.30.215,3c68:68ae:3877:37ef:274e:e26b:9332:5c6e,C7-BE-A0-42-97-93,34.728584,112.132488,Asia/Chongqing,CN,161445302aacb9b2621602a8821e7271fdec00e51c8edb29f9c5df0bdfc38005,24352.957,2022-05-18 09:28:16
b518c41d-df2c-4abf-be5a-64f41f057e68,145.3.37.246,8425:94c6:7485:a369:1871:5b:4648:3d24,83-FE-CF-51-8E-EC,30.945515,117.81154,Asia/Shanghai,CN,5f15d6fcf8ae756ac5de4988e7dd871691d9fb48aabc23f7b06c6121711cade4,99467.9757,2021-10-14 16:21:38
5957128a-2cc0-4141-be98-3e10737c130a,120.151.63.167,ff0d:d943:fec7:2cbb:f989:6b66:f05c:bdc,79-AA-45-A2-53-5D,38.5961493,-9.0880453,Europe/Lisbon,PT,19839d504009df1d498b7e9eb8307eacc855d7430ecbb0c09f195a64b50a83b4,31824.6838,2021-10-25 23:32:07
7774a8c5-b4a7-40c5-9434-2f584a18540a,42.139.244.19,2993:ef08:bdda:30c8:f2c8:9b92:a092:c14f,48-2F-11-18-2C-F2,24.098959,115.264182,Asia/Chongqing,CN,3342fabcd76bcf4c0f290ffa4065c6e02f06fd79ffd32af05895c36e36859b7b,47329.473,2022-05-04 04:20:53
e2acc5d0-67e6-4b2f-b0dc-64c4db3861bd,38.75.209.243,7d6a:d1be:6921:f8a2:6bf9:33b9:3b17:4824,DB-2C-29-9E-58-AA,-10.9666739,-37.2544065,America/Maceio,BR,cf237c76041b83d4dd955e20eef9a222b3aedec9787bb446239549567ee698b1,52545.2221,2021-08-17 02:18:56
b91cdef4-3d86-4e47-8237-35094fbf8b7f,88.28.194.33,51df:4b88:d89f:dbab:f070:bfb2:5aac:17e9,2B-6E-7D-31-59-9F,45.7397125,4.8372255,Europe/Paris,FR,74faa59ccd103d2c76d923c12391b91aaf37a8633f3defd3410bc9e36dfbb398,65736.4154,2021-08-04 14:26:54
