id,mac_address,ip_address_v4,ip_address_v6,temperature,longitude,latitude,zone_name,messure_at
d531160d-8f4f-4a70-9311-7e97eb7d17f4,28-34-A4-10-E2-2E,224.77.254.143,5af:94d9:11f6:febe:dd4b:5769:e32c:7f31,838.321,-84.145885,9.943182,America/Costa_Rica,2022-06-14
c3ec604c-e1f9-4bc8-b5de-8a1a7c422935,5C-96-C9-20-25-C3,192.142.195.79,a265:bf3a:9f6b:b747:3c45:6e8:a9ff:7041,764.45,117.0666454,30.5383451,Asia/Chongqing,2022-02-19
7ff0ea21-5019-488c-9563-a6e42638ce4e,B9-6E-E5-E8-8A-A5,137.232.19.241,505a:ac9:36a6:2c8f:ca85:1b40:8d13:c91f,137.931,168.3273245,-17.7332512,Pacific/Efate,2022-04-12
6481c18d-2d5a-43ec-93ab-44e989a2fec1,09-DC-03-1D-3A-C3,222.85.241.22,6791:9d0c:766:ce6c:6bb2:af65:5b3c:bd5a,266.756,43.0704759,15.2170207,Asia/Aden,2022-06-15
4cab97ab-e749-42c9-ac4f-968bebeb9af8,B3-9B-0F-5E-4B-3B,232.68.194.221,fa7a:ca81:f3c6:dd1e:5aba:2468:b45f:76c5,491.245,-97.5199862,25.8812265,America/Monterrey,2022-07-04
3a78c8d2-5f67-4cdf-aef1-dbdd12495115,42-76-59-06-A2-89,10.15.94.211,43b2:6dab:fbeb:7c57:ed3c:c6c7:dd0b:a2a6,140.01,113.433712,27.868393,Asia/Shanghai,2021-09-28
31912e8a-fd4d-4464-b492-327ac7cd9a90,9A-76-67-A3-57-28,96.97.72.26,6cc6:e80f:75e:1bab:84d4:5b4b:3904:3b72,548.63,25.432447,36.4166485,Europe/Athens,2022-04-12
11011935-66bf-4971-81f6-6c5fe33bcd9d,C6-71-3E-B2-6D-90,115.85.2.3,9923:8674:5dc8:7cc8:1e8f:c338:9479:127,69.987,13.3500652,4.5778968,Africa/Douala,2021-12-01
33c5d790-498e-45bc-ba6e-d8d0c09deb91,17-59-D8-DF-26-48,240.252.228.207,d8c4:c428:8fbf:e3b4:8d07:9fa6:4ccd:4b6d,789.753,-99.5145127,27.4669558,America/Mexico_City,2022-03-19
16ea768f-57ba-40b7-a4d5-029bd9970c6f,D0-D3-3C-E0-D2-2D,12.234.87.53,f449:3be0:e32e:e08e:b35d:2694:d5b7:200f,737.699,25.4597761,57.8852519,Europe/Riga,2022-02-25
426bfdf4-1faf-4725-9cfe-1652b0708954,AE-13-64-FF-45-B1,45.232.206.136,ae2a:a338:8069:e5ff:22db:3046:8d06:2b29,838.678,30.2992358,31.3052222,Africa/Cairo,2022-01-09
129fa3c8-52a0-490b-bfb8-655807fde151,D5-74-00-C2-20-1C,178.90.129.238,f01a:a5a3:fff7:e801:4994:44b1:c29:2eb3,441.734,125.6472799,7.1071694,Asia/Manila,2022-04-11
f450e950-aa06-417f-9bcf-ef72fcd37503,F5-B0-6D-32-B0-C1,82.42.246.245,7c21:32c0:7610:50ad:f5db:fb04:4583:cd10,1353.128,116.999932,32.625478,Asia/Shanghai,2022-03-29
14fe67fa-2e7e-4b2b-a291-8f993a42d997,75-D9-2D-8E-98-9C,114.240.73.253,423c:f10c:3ee8:1e16:43db:ce00:25ff:c48a,1180.232,-91.6087417,14.6014622,America/Guatemala,2022-03-07
b1e35a27-4273-4182-a530-2adf101f5dc4,C7-A3-B8-DB-F9-7E,81.64.4.116,f7b:4133:9dfd:8034:fa3a:ee6d:6282:1e0f,1408.763,108.5127903,-7.0802569,Asia/Jakarta,2022-05-26
8a4e48ac-5721-448a-a4f1-85c4bd275001,EB-B4-C1-54-FA-B5,172.198.43.255,a1c2:c099:9b98:2675:f82e:3c1d:34a8:10e9,1077.403,22.910026,62.8291624,Europe/Helsinki,2021-09-10
733a7a2f-a9ac-4b54-af3f-7e10c4a483cc,FF-54-8A-A9-23-FB,66.83.184.139,6fe8:cd8f:958b:ed19:fe3:6cd4:5856:365f,1031.381,122.5747412,10.6989729,Asia/Manila,2022-02-18
974b4b1f-3ec7-483f-8c44-45a05622bb55,24-4A-ED-AB-D6-42,55.192.248.154,e8e4:c7b:4153:f1c6:34a:4711:db94:887d,468.746,89.803615,47.211019,Asia/Ulaanbaatar,2021-09-14
5ca573c8-992e-4fb8-b1ef-19adb26f534f,A2-84-9C-26-53-2B,63.224.218.248,bb0c:2370:2f2e:d7ef:da4:f21a:81ce:d222,1489.883,121.0645073,13.751166,Asia/Manila,2021-10-18
7506b795-579a-4562-9968-78051b7ae711,D3-93-50-8F-1A-25,20.205.91.153,4448:2e78:1271:e231:ed86:5f50:d155:1172,132.193,121.0311185,14.5625862,Asia/Manila,2022-06-26
b80d8eb7-b948-4aea-b731-414dd5e4b3e6,E5-54-0B-2A-EF-9F,157.69.158.99,45b:1e44:fb01:15be:95f8:848e:8d21:4224,859.703,107.6232996,-6.8641543,Asia/Jakarta,2022-03-15
33e563b3-1f3b-4471-977d-87dea47d98df,73-3C-91-2F-22-28,50.218.57.122,5b2:9e60:5a28:c3da:cdcc:d37d:85e8:b5a7,1001.987,-70.265129,-15.24381,America/Lima,2021-10-20
e14abf19-71f5-4d86-aceb-a538897b4fbf,15-95-F3-E1-6F-78,233.247.47.34,bc8c:571e:6c1:93f7:800a:e800:3b99:12d3,906.002,49.8700862,31.8239619,Asia/Tehran,2022-01-03
997857c9-78a2-48be-bc8d-3b0be42b60a2,1B-39-E6-91-CA-82,186.155.112.75,ca01:d60e:d724:b982:ef8b:e1b:c01b:1219,791.11,112.4501,-8.3251,Asia/Jakarta,2022-05-10
74554a71-0840-49a6-9ee2-ec11498a4839,22-53-6F-45-28-58,129.67.126.34,433:2bf9:9392:bca3:53e9:b92e:c453:90e,1135.561,107.872159,34.207908,Asia/Chongqing,2022-07-23
f891fd2a-7f6e-4f54-8d43-ae3bc8e379a4,3D-35-63-D0-0B-5C,47.145.69.132,471b:fc03:a074:b70e:4f02:54d4:8b30:830d,503.994,5.6469613,51.9671737,Europe/Amsterdam,2022-01-09
1680b311-cc3a-469c-a58a-1f6a42661dbe,7E-A0-10-3D-9F-29,149.170.253.132,a4b6:7ce3:d679:d59a:d02e:6374:7c3f:c868,1389.209,97.15,46.9,Asia/Ulaanbaatar,2021-09-05
361af8f6-9c37-4865-82f3-bf4f8313e547,69-CF-8D-61-71-A0,8.95.115.209,b9d:8c7c:37e2:fa9e:2df8:e22b:b116:c98d,958.528,14.8046066,40.7074498,Europe/Rome,2022-05-02
8f10fa54-4215-4a55-a3b1-7cade9b733cb,8B-E3-9E-28-5F-E3,127.8.183.136,dbe4:4142:7354:781a:6a64:6202:ef31:21f2,1037.087,-75.107922,10.748716,America/Bogota,2021-08-24
1caf4397-9b38-4aee-8ed6-ae4cb3cd711a,DB-AA-89-38-18-3D,68.118.96.211,bf38:5605:cea4:e78c:5f37:d379:22a6:217c,685.923,117.5532603,8.9215342,Asia/Manila,2021-10-04
b80594ac-9ebc-4dfb-9a6c-5102c58fe291,81-6F-03-83-78-83,21.126.86.85,5281:76af:5245:2a56:a2ea:dbdc:1b4e:562d,-39.25,108.1264,-7.2966,Asia/Jakarta,2021-08-28
9fdd8fff-4df4-48d0-b8cc-9d81d72083c5,57-58-DF-51-8F-B6,193.67.22.220,6d18:d3cb:2959:631a:cd89:8f90:e297:57c7,202.606,99.850365,26.312444,Asia/Chongqing,2022-01-06
7cd59c20-0fdf-4f48-a941-959ca75bdebe,9B-3A-E3-DB-76-2C,61.115.22.228,d656:4715:5064:3c31:bbe1:18be:45eb:155,912.754,-48.2802925,-15.158624,America/Sao_Paulo,2021-11-17
218ead87-6c7e-448f-b4d2-0f15c4b7c668,80-42-11-4D-0E-B0,246.11.203.131,e160:1077:ac83:ca77:2e0b:884b:2627:eaeb,416.822,16.6645007,-20.454542,Africa/Windhoek,2022-03-18
450c1e8c-72d0-4023-a02c-81431440fa22,E2-E4-25-73-B5-C7,186.101.207.247,be82:eadd:a540:f715:5491:5d1:f022:f516,712.314,67.4549228,24.1322243,Asia/Karachi,2021-10-21
5e1368bc-f052-470a-9a04-a78975d5523f,76-21-8D-3B-47-33,107.95.41.108,1e3b:d9ec:eb6:f3af:255e:3c6a:9cdc:a154,196.16,-111.98,41.2,America/Denver,2022-01-16
a6deda4c-7d16-47c4-bed4-e5402af091d3,11-BE-E7-F1-A2-85,174.195.21.49,42ae:dfc2:14b0:47f3:6692:47e1:eedd:b12a,820.608,108.0272646,-7.4565208,Asia/Jakarta,2022-05-29
9805c8f2-a335-4a20-bce4-5f739b9fd511,2D-A5-4D-0A-D5-F6,235.235.165.152,9439:6c3b:c85f:83b4:311c:6d67:a12c:52fc,1307.114,106.6717451,-6.2736138,Asia/Jakarta,2021-08-04
ea7fae91-0595-49cb-bd2e-3dc6686bf398,B7-6E-B1-04-36-A5,201.103.72.165,e34b:a326:f4ae:da9e:9462:4581:d568:5800,773.236,-44.7235076,-23.2218772,America/Sao_Paulo,2022-01-17
cb48c8f8-f1c6-442e-9290-d32331659ea9,7E-F2-AF-64-6D-2C,252.21.57.49,2a49:3a52:5648:1a7e:4d0b:9980:1594:4616,1202.504,92.829095,31.801136,Asia/Chongqing,2022-05-22
23f0eabe-a6af-4ef4-b026-a850543ec7a8,A3-24-5A-C1-72-92,186.62.79.148,463f:11f7:672e:74ce:2194:a098:c1a:f11f,518.099,110.454459,22.791223,Asia/Chongqing,2022-01-16
74be174d-f835-4ea2-98ad-ec4b824f5d89,20-67-0D-E7-A3-AC,223.116.228.241,2eb2:f6e5:5f4a:70c:42cf:59db:1c4c:3f07,918.961,-59.5743195,13.2551041,America/Barbados,2022-03-14
eebc912c-c61f-4b25-8599-8aa1045779f6,2E-CE-4B-18-DD-55,85.184.46.76,cee:3b36:6bdd:28c4:96a1:1182:dc8e:10c5,755.379,115.623491,33.170904,Asia/Shanghai,2022-01-22
0345ca1d-5abf-469b-9d57-25b793e1722f,24-11-0A-02-A2-C0,230.24.160.50,3fac:cb7e:556e:2eef:bfba:ef:8ab:4f0b,1051.951,123.5718,-8.3647,Asia/Makassar,2021-11-06
6d81a2c0-d503-45b0-a075-6b70315a0279,44-C4-61-39-1C-8E,113.24.172.93,3b66:1e1a:3a6f:40ba:1ab:5c4c:f2:e690,759.041,-5.2893433,6.8276228,Africa/Abidjan,2022-06-16
6080cdfb-94bd-4d05-892c-624902f4616f,66-BC-8E-4F-7A-AF,68.38.1.7,699c:f3dc:328:2812:7d7f:8126:1ed1:ecfe,252.194,17.3505089,48.9309635,Europe/Bratislava,2022-01-19
4856fc71-a74c-4ae4-a5c5-c75c56667de6,7A-62-6A-3B-58-06,86.139.213.72,1721:88eb:dec6:be90:1b9:fdf0:866c:56fd,1171.779,124.5651398,11.2807738,Asia/Manila,2022-06-22
c1543ecb-5025-4694-bc83-d75d1bd0e211,93-88-E7-45-F0-5D,198.198.10.246,a565:5309:8885:1cf:b749:e3d:3121:e5ef,1419.949,38.9149216,47.8143666,Europe/Zaporozhye,2022-01-24
8ed2f92a-c695-43e8-ada2-682b48f829fa,53-C7-53-7F-4C-96,249.35.113.192,6d22:7c18:6dff:4702:6da0:ec07:27d4:90ec,61.483,111.9161,-8.0993,Asia/Jakarta,2021-09-15
7f55f1b3-9648-48ff-a938-3952d120d032,48-40-59-5A-EA-05,249.153.41.42,3d24:c0a9:8bc2:d649:285f:590:f0d8:a83d,473.976,-56.9014072,-25.3088443,America/Asuncion,2022-03-30
59e76778-caa0-4e21-954f-08b0a3c57e66,9D-14-9D-10-D8-39,240.119.151.78,7d28:2635:ea18:2676:4a07:3c37:fc13:c032,430.04,110.0181673,-7.8003628,Asia/Jakarta,2021-09-22
df7930e1-40e4-4264-bdd4-436147a15c02,F8-3B-96-DB-AE-61,195.192.185.12,203f:599f:5ede:22b1:bc14:7857:4ce8:d54c,88.258,173.2633123,2.0516556,Pacific/Tarawa,2021-10-01
feae7960-4256-4fa0-8bd0-080220c035ff,EB-58-42-7D-37-55,129.93.223.32,bf9a:6436:62cc:4575:e8a8:9355:637f:2b9d,1056.038,98.5062007,19.2987683,Asia/Bangkok,2021-12-21
b4e2f419-411f-4491-afe1-531f484617cf,08-4F-98-B9-A2-11,233.37.54.197,490a:88a9:a59e:9b27:b10f:b06e:a60a:3722,610.02,-109.48481,49.91678,America/Edmonton,2022-05-09
c66e7447-171b-45ea-9609-d3849caf4723,62-EA-4B-66-AA-DB,173.26.203.80,e3ab:ec7a:707b:60d:e111:171e:7d27:b261,1051.065,141.3981944,38.9013413,Asia/Tokyo,2021-12-20
b9c06c7c-8dcc-42e9-8455-57153d839a5b,26-E8-D6-A6-55-6B,207.192.240.226,3b0e:97d9:ca61:acb5:bb45:6344:a01d:3645,528.796,71.3099509,29.8626871,Asia/Karachi,2022-05-09
da97b62f-fea3-4dc7-815b-87d8090f2470,91-30-A1-27-B3-2F,167.114.250.166,78e:6c0d:e79d:5789:3323:5c74:11a1:885f,194.307,12.5506988,55.6849184,Europe/Copenhagen,2022-06-18
72d94bd7-ad45-46e7-ba8f-489cc3330bf7,5A-BE-1D-52-E0-4A,22.174.198.253,c12b:c944:56b1:ed3e:9780:eafe:3ef0:4ce0,1338.116,120.441747,17.9182769,Asia/Manila,2022-04-20
28767229-1282-453d-93bd-b28a306159d5,63-F3-23-1E-18-33,146.49.224.241,2ec5:bbe0:f310:c3be:3766:158f:98f5:55a2,-79.438,10.4705682,1.5837191,Africa/Malabo,2022-02-10
eb22e858-25a9-43fa-a72f-45e8d5dfe4d8,F2-18-51-8E-8F-AD,93.244.11.192,91cd:3f60:6844:d3e2:1caa:b8c1:8c53:c800,626.357,57.7856677,25.6577006,Asia/Dubai,2022-06-27
9c5f07c8-0cb6-4836-8f68-74d69d29584c,61-E4-28-66-42-DC,226.150.131.227,4db3:1d0c:273a:39ad:df01:fb00:4166:8fac,648.898,118.367215,34.613586,Asia/Shanghai,2022-02-01
8df1b0ba-4dbc-4a59-b4f7-06be39bf2cea,B0-EE-E2-11-92-7D,148.30.108.44,ebfd:f2e0:a3e7:a534:b7a0:655e:9797:7fc6,165.706,118.284786,34.996741,Asia/Shanghai,2022-01-22
fad39128-ce22-4544-976a-1be5c6bd7546,78-4C-DE-7C-63-28,237.52.232.214,67b1:4268:3b9d:7aa6:3b17:d05c:93a1:8564,671.494,99.9688636,9.4693943,Asia/Bangkok,2022-04-17
9a53def3-2886-44e4-b659-f991f681d12e,BE-CE-42-65-A8-E6,180.63.18.28,36d:6396:b0b7:1e1c:e2d0:9940:543d:3f02,-12.737,126.009711,8.955271,Asia/Manila,2022-03-12
0f9bcc4e-3a9a-4164-86a4-12d2e1f8c261,62-86-E4-71-76-00,135.8.232.76,14af:85fb:b10e:4ec0:1fe5:8e0e:c185:d79e,142.927,-85.2230744,12.9316668,America/Managua,2022-01-07
4b6e1e33-de44-4332-811b-adcac352dab1,EC-C7-44-01-F5-97,135.61.19.225,2030:d6d4:ec69:5f1a:67be:f346:cf54:daff,911.617,101.6935065,3.1121428,Asia/Kuala_Lumpur,2021-10-03
4c5479ee-dde6-4e72-ad95-6808601c0b74,9E-FD-4D-57-3F-BA,184.226.89.16,f547:8d1b:79c:3f7:175:48cf:c68f:6988,1307.699,45.9491482,35.6238725,Asia/Baghdad,2022-01-24
fba93b13-37f7-4550-8882-4c4b9c26036e,36-E7-09-9A-B5-1A,156.220.139.246,b9d:c436:aa30:d181:a847:6f3c:48ae:f85f,403.632,110.6377502,-6.8921607,Asia/Jakarta,2022-03-09
33a50045-ded0-4ce5-916c-cae9d7e1bc4d,A2-4B-A8-69-A2-EF,159.228.56.120,37a6:adbc:54c0:a005:cca4:caff:5d3c:2fda,529.004,-171.7985223,-13.831435,Pacific/Apia,2022-04-20
2bc3d5ea-2133-411b-8ce4-5cb8508d1904,DB-78-61-85-54-1D,206.249.46.112,54b4:240e:3136:a9ec:f855:44e2:cc9d:6287,526.484,122.2756648,12.6107413,Asia/Manila,2021-08-03
6bed2cc7-a3d7-4c63-bc54-f528b2852361,68-3A-96-4A-04-FB,17.25.205.76,70d5:82e6:3db:7b29:4ec0:f7d3:fc8b:650e,971.067,101.765843,36.628305,Asia/Chongqing,2022-03-21
daca0880-3776-48b0-9a18-5c5885a1a313,68-D7-47-E3-59-BA,93.159.130.64,4b7e:a5d7:8389:35c4:eb02:321f:f74c:5a9f,114.156,49.7613122,54.1458603,Europe/Volgograd,2022-05-21
d454a9da-586a-4166-a791-2f11b4ab12c1,F3-6D-14-60-D4-8A,174.97.180.77,42f8:aff2:d3b7:7e7e:dd77:4b30:758b:b129,364.91,-72.2475708,-14.1187362,America/Lima,2022-07-09
7f030813-89ae-4e25-bffe-95c00ae89e4f,13-E8-9E-83-2D-09,87.10.76.67,4877:745d:e761:d79f:4846:c5ca:cbd:e2e,723.619,124.5372661,12.5200531,Asia/Manila,2022-07-19
fccd40f8-a11e-4d04-ae70-6363a34934ce,40-AC-5C-E1-D9-3E,65.10.22.127,d40a:e2c:5368:5f98:5b35:f757:b713:f3d5,693.101,22.1916654,65.5948341,Europe/Stockholm,2021-10-15
1b82b0b1-ae79-442a-b6dc-d03894fa8893,AC-46-FB-4B-79-22,82.90.231.187,ba93:5f12:4176:274f:f8:2a2d:2eb9:2adc,1090.192,119.222105,29.358966,Asia/Shanghai,2022-04-17
ed38acd2-7270-459f-8896-05c7c0c1a4c5,CC-7D-B8-32-AB-6B,231.84.246.245,3888:5ec0:8e32:2551:d9fd:718:71c1:d01f,1341.317,117.500558,40.417358,Asia/Harbin,2022-07-26
799ff025-0587-4662-bf63-6c7d15e9782c,FC-91-19-86-0A-A2,25.182.204.227,57f9:2b2f:4440:777e:bafb:a41e:c0a7:4f7a,1108.186,-43.6606463,-22.6439978,America/Sao_Paulo,2021-12-26
c6d0fe56-6511-4b55-8461-14cbf015bdf3,E2-AE-58-7C-7C-1C,87.119.238.75,a6e4:b224:92e1:126c:e5e7:40e8:e812:12cf,889.203,17.3645179,49.3564402,Europe/Prague,2021-10-03
6f99a0ac-bd9b-4410-afc7-3f65da3f6c45,4A-E3-53-A8-5C-CB,142.105.186.252,6c64:c1d8:6444:72d0:48d1:f44a:7a6a:d955,1357.261,-102.1943485,17.9567646,America/Mazatlan,2022-03-02
44f66bd2-4840-4530-ac73-d37f23f46e51,5D-30-E4-68-2F-2D,167.65.184.93,bd36:8974:ad10:cc33:b94b:30e8:5170:d7e0,1037.257,11.9696406,57.7040021,Europe/Stockholm,2022-01-02
c22f047e-f5e4-4072-ae78-d681543b991f,7F-2B-9E-B9-E7-34,64.158.254.168,1080:aed8:89f:2c3b:26b6:ac:4e36:bc7d,778.848,130.8188513,33.3487793,Asia/Tokyo,2021-12-14
38b3bc07-ac0b-40eb-8a60-fd95e21e78cc,BE-97-8A-8B-3A-B2,196.230.195.209,4de7:c2d3:afd2:5eb5:7e0d:e53a:d4e5:8d1a,1297.066,134.702778,8.07,Pacific/Palau,2022-06-29
501d73da-0b81-4a1b-98ef-708d91a6fc5b,29-15-77-BF-CE-9C,183.187.156.104,b0b0:ffec:26fd:3285:f2d3:26c2:9f0b:71d5,-54.031,138.7970925,37.7378509,Asia/Tokyo,2021-10-28
8db97e5a-d797-4610-a4d5-9d356dcba0ba,EC-A6-AF-61-80-60,60.92.216.179,cf28:bee9:e7e9:172a:b657:bfe2:a403:692c,860.536,-72.7038047,-37.8060734,America/Santiago,2021-10-12
d8f369e0-3e32-4eac-ad6a-6c9d921baba1,C8-39-82-50-17-7A,163.165.213.60,7df4:b26e:ff3d:8987:2a97:1a6:b961:23a2,845.559,102.05,45.95,Asia/Ulaanbaatar,2022-06-19
90bbd6db-7a0f-482a-8bdb-4301b7ec310b,4B-15-71-24-BE-7C,39.13.60.111,891f:fdfd:a4b5:8d1a:e873:e3a9:31cc:87c,37.522,-76.7206652,-6.5301408,America/Lima,2022-04-21
716f8719-46a8-447e-ad58-3f78dff1f6ef,75-DC-CA-C0-37-BA,155.197.96.30,10cc:104:15c:defc:66fe:87e4:6c78:17e7,69.453,2.2161608,48.7724625,Europe/Paris,2022-04-20
bf6cf6c4-89fe-4edc-acf2-72aa3acb9bf8,A6-4C-A7-CC-D7-E9,141.123.15.219,5586:e06b:fa7a:d721:dcd7:2054:7f9c:9174,893.122,112.123041,33.792785,Asia/Chongqing,2021-12-21
b21364ef-39bb-4b2d-9be7-c5bd874c0047,36-E1-EA-2C-96-C0,55.212.90.170,3d3:45f6:1f2:4ca9:54b5:3fa6:64c5:4342,400.343,110.1808,28.424415,Asia/Shanghai,2021-09-23
f064b54d-4e79-46a9-9fd6-9677c27ce4ae,12-CC-1C-FA-60-FA,210.67.226.153,d865:224f:2d16:756e:4439:2429:47d1:39cc,1114.921,41.4475479,52.6545685,Europe/Moscow,2022-04-25
a4185b71-cf6a-406a-853e-20d53b1502b9,8C-FA-AB-4B-6C-A0,178.238.250.102,390:17f2:9c40:3e83:c773:b89d:c7ea:1adc,791.194,110.973252,30.823054,Asia/Chongqing,2022-04-03
e183a144-b7ca-4386-8c7a-5dff5df3a050,9F-ED-25-A2-47-F7,190.213.207.167,b581:c41e:a139:c19e:f640:ee04:f592:b2b9,177.087,100.5129096,13.7464901,Asia/Bangkok,2021-08-31
66fe9ce2-c096-4764-9747-751095f986ce,42-FD-26-70-37-03,153.113.214.143,7b95:4fbc:a7d4:7b61:1f47:67d4:8eee:c768,75.357,-46.5728156,-22.0699763,America/Sao_Paulo,2022-06-30
41af11d8-ff93-41a8-a809-d8490c080a90,2D-5B-69-5A-D5-E5,219.250.214.47,bede:3e9b:256e:e36c:fbf6:567:ed81:772d,1361.804,5.8065627,53.1913133,Europe/Amsterdam,2022-01-01
1a3a5163-9098-477f-be79-91116a58c846,4A-C6-EA-36-70-C5,107.223.181.216,21ef:c136:e652:bb4e:308f:e869:a4f:6132,516.207,-78.3216329,44.330811,America/Toronto,2022-03-17
1991ff05-0ba6-4869-8c09-817f1b1f7a1a,D9-51-F3-26-58-40,46.202.242.182,c7c7:c009:bff4:9d71:28a2:d3cf:dc6c:56f9,577.953,-90.3207299,38.6132118,America/Chicago,2022-02-08
32920956-5e52-451a-8ae4-e8950e8a4b9e,E9-96-62-B3-69-2D,59.22.93.139,6ddb:dff4:e7a7:bbbc:de74:2027:f5a1:6148,706.351,14.2657584,40.8782107,Europe/Rome,2022-06-18
6ffa551f-b1ed-4a8d-8832-7f4fbc58653f,6C-E6-21-F8-D3-B5,36.212.144.218,d3fa:811c:e6f5:b780:63ce:a23:be23:85c6,512.782,-62.617788,17.1744437,America/St_Kitts,2021-12-10
0d7d82c6-4118-41a6-aa59-137cd982268d,D9-24-EC-26-A9-7C,171.185.194.193,a33:17ae:10c3:7049:68f1:e60d:c145:ceea,1274.51,124.10028,7.02389,Asia/Manila,2022-05-18
e5895fd0-2116-476e-aa5d-dcb8e34393de,FA-04-F4-37-62-56,106.183.120.218,2065:31ef:36d2:9e5b:2ebb:bb1f:940b:6b11,596.755,69.4903717,40.1507542,Asia/Dushanbe,2021-10-14
61e58eff-5ff3-4d30-99fe-ef106d45f49d,02-94-72-61-B1-94,76.12.84.91,a923:228:dc56:798b:4cb9:a44:2994:13a3,214.214,121.0298199,14.5672317,Asia/Manila,2021-09-25
3a016c4d-4a7e-4a7f-a01e-474e1a3af352,AB-45-15-22-D1-E0,37.48.47.96,2719:ae51:ab9e:5716:f1ed:b9b5:62ac:89de,442.462,-71.465973,-15.49357,America/Lima,2022-03-06
ef9c841c-31e0-43a0-9e3b-107ffabd1094,EC-3C-25-5F-3B-54,243.255.108.162,24d5:8912:2de:56c8:ed75:d3d4:64ea:1018,516.134,-57.5929166,-30.2609293,America/Argentina/Cordoba,2021-10-09
f5c75d19-edc8-4964-8771-246dda889f4d,74-20-95-04-92-D5,243.200.8.64,d8d4:4909:4a33:aafc:fe93:6591:445c:5e85,1351.085,30.12389,59.4225,Europe/Moscow,2021-10-07
