id,ip_address_v4,ip_address_v6,latitude,longitude,zone,contry_code,plant_name,solar_plate_mac,watts,measured_at
57fa7bd4-2481-453d-9ab9-0cb6d31e81a3,125.175.85.82,b322:5423:6651:4f51:65ef:c36b:309d:59fb,-6.9160809,110.9036507,Asia/Jakarta,ID,Aongstroemia Bruch & Schimp.,51-A9-12-21-DB-B4,99324.556,2022-02-03 03:38:37
6296d188-c7b8-4e10-adb9-95698eaab5a0,90.9.53.162,9d0d:b1b2:8b09:550:fd44:d75f:6fc6:e77a,11.1054336,42.3704744,Africa/Djibouti,DJ,Dichondra recurvata Tharp & M.C. Johnst.,60-5F-28-92-BD-53,22742.921,2022-07-09 16:24:14
df5d6547-638c-42ad-b131-910555240767,179.113.218.251,19dc:ccb4:e34f:3532:b0b1:b838:68b7:41f9,25.6765837,-100.2602364,America/Mexico_City,MX,Sclerocactus spinosior (Engelm.) Woodruff & L.D. Benson,4B-EC-10-59-6A-72,91322.478,2021-09-21 01:03:12
56640ded-09ea-442e-8ec2-c2b55ceb0944,64.204.123.205,86f3:70fe:514:1fdc:f3bb:765d:f2e7:55f1,7.5273576,125.6239227,Asia/Manila,PH,Platyhypnidium pringlei (Cardot) Broth.,C8-02-90-34-40-F2,21481.812,2022-03-22 09:28:14
132a2825-4f50-4054-a5df-7b503aff57a7,123.138.79.125,595:f9f3:3bbf:2a0b:ca4a:fcb4:e3b0:c9f5,-1.5176837,37.2634146,Africa/Nairobi,KE,Rhynchospora berteroi (Spreng.) C.B. Clarke,FE-9E-47-D5-21-59,43614.543,2022-03-25 01:25:36
94ef4bcd-873d-4cba-bad3-887adea69030,204.10.221.57,5528:aac1:8b14:3491:2e77:4e71:7f0f:27f2,45.4381658,4.3868779,Europe/Paris,FR,Rubus signatus L.H. Bailey,FD-13-C7-95-E8-29,17287.55,2022-05-07 11:01:20
bd5b8de8-0590-4aa4-97b6-7199c906fba6,179.179.70.217,e275:9051:f6ca:6f75:5ef0:db28:9fae:bed6,-14.12,-71.47278,America/Lima,PE,Liparis hawaiensis H. Mann,B8-0C-25-CE-4B-CA,4141.106,2022-03-28 05:13:34
9e4269e9-cad8-4b10-8d60-ce5ef98dfbfa,42.81.28.225,ac00:e8ae:4360:3d19:4279:8100:ca06:edf7,-8.637081,-77.068703,America/Lima,PE,Chelidonium majus L. var. laciniatum (Mill.) Syme,10-A2-C6-21-C1-0B,38733.729,2021-11-09 17:58:03
2f0a2d78-e800-49a8-bf58-4824d2772ce4,221.236.37.98,6dba:6ca7:adb4:ffad:117f:80db:b7bb:1a81,31.492565,113.079333,Asia/Chongqing,CN,Hyacinthoides ×massartiana Geerinck,6C-7C-60-A0-98-44,47871.121,2022-04-19 07:53:47
198da38c-98e6-4835-9cf4-278eff1bb4d1,80.16.22.128,90a2:dbe0:5fa2:3ad6:e3e2:bc76:8e57:63f3,51.888151,-0.23924,Europe/London,GB,Stenorrhynchos Rich. ex Spreng.,C9-A4-8C-5E-FA-0A,48014.449,2022-02-06 19:36:28
a3579fdf-b332-4228-a994-cc2529c97fe1,93.33.253.179,5d8e:aacd:1a96:91c8:a240:db57:fb01:e601,56.9568013,97.7357959,Asia/Irkutsk,RU,Daltonia splachnoides (Sm.) Hook. & Taylor,4E-5E-4A-99-B4-02,12978.471,2022-05-01 22:28:00
d00716d6-cb56-4976-b045-1147817c3589,120.251.177.41,ebc2:64e3:c998:687c:4844:cbc2:10c2:b328,32.596752,95.308054,Asia/Chongqing,CN,Eriophorum gracile W.D.J. Koch,06-AE-4F-31-71-63,41335.093,2021-12-06 07:57:09
183f779f-c4fd-4f5f-bbcf-356973a4fa95,212.89.86.27,516d:aa7d:2b44:c02b:ddd5:e6c:529a:72d,34.0665041,47.9762632,Asia/Tehran,IR,Rosa bracteata J.C. Wendl.,24-60-94-66-8E-91,12498.473,2022-05-01 01:10:10
9dd27f50-f50a-460d-b01a-ce9eee790f4f,198.29.62.66,9f6c:f3e8:c75e:a112:37f8:9820:5821:3967,34.620202,112.453926,Asia/Shanghai,CN,Yucca guatemalensis Baker,EF-CB-E7-49-CE-E2,39806.169,2022-04-01 09:04:39
306258ee-28d6-4fc6-8297-58f4bddd7fa2,36.243.49.137,1ec9:e0cd:7b5a:17fa:2a7e:9703:aac5:c7c7,-11.2648012,-75.6491753,America/Lima,PE,Elymus glaucus Buckley ssp. mackenzii (Bush) J.J.N. Campb.,18-B6-B1-33-62-C4,50198.171,2022-06-30 06:16:36
af67c3b3-ba92-46f0-8f9c-ed196d1783cd,166.160.223.28,cd50:11c3:8abc:3fe5:a352:18a3:9127:ec79,41.8038684,140.7289269,Asia/Tokyo,JP,Aegopogon tenellus (DC.) Trin.,2E-DC-11-85-8D-92,29959.358,2021-11-09 03:20:34
1e6a0e39-ba9a-48c6-904f-615042696764,231.164.60.207,b8ed:9669:dac1:699f:ecb1:7db3:5dec:dc41,44.772989,127.5932189,Asia/Harbin,CN,Atrichum tenellum (Röhl.) Bruch & Schimp.,88-31-79-CF-84-4C,15710.867,2021-11-28 18:13:31
db7a2571-c478-46fa-b8d3-d666e5f3dcac,4.252.221.188,f461:40bf:1c24:e595:6ec3:db87:b0ac:6b71,41.5277358,-8.5840028,Europe/Lisbon,PT,Selaginella armata Baker,9F-6E-05-87-43-A6,11175.145,2021-10-18 18:49:37
d91610c5-6a53-49de-9a8c-03616f4acd0f,152.210.81.122,116b:3ce6:543e:6cbe:ec62:1f50:aec:2d55,-8.0941273,112.274168,Asia/Jakarta,ID,Mangifera odorata Griffith,74-7A-CE-CA-25-50,14364.238,2022-07-08 07:19:35
ed9f658f-21d7-4ecf-8a87-aa390fbc25fa,80.220.238.65,ed7a:e795:1b3a:bb27:8926:43f4:125b:78a5,33.06748,107.023323,Asia/Chongqing,CN,Coprosma ernodeoides A. Gray,9D-D2-10-D3-5C-DC,91704.427,2022-05-24 23:52:28
98a08cca-8528-4e07-a6e8-06418e05a460,146.100.68.224,9c1b:e9ad:c69:7d18:19a1:24e0:f978:546d,36.650038,101.766228,Asia/Shanghai,CN,Salpichroa Miers,7F-2B-34-0B-24-55,10820.924,2022-02-22 21:46:03
92dab22f-ee0e-404a-b212-d5b4c97c8e71,207.81.138.236,463b:8b74:aca6:3830:781d:55e3:2dd:a36b,3.2093353,101.6716295,Asia/Kuching,MY,Limonium perezii (Stapf) F.T. Hubbard,0E-17-C1-7B-1E-DC,82141.363,2021-08-03 07:18:23
d3219594-9850-41ae-89d3-66ec7ce59f0b,129.66.111.160,e89b:c183:8c02:e536:0:79c5:ea54:f831,24.5167005,44.4181786,Asia/Riyadh,SA,Herzogiella turfacea (Lindb.) Z. Iwats.,9B-E1-AB-89-3A-BD,80665.777,2021-10-24 10:02:59
2f669fc8-29ef-4ceb-912b-bde2a8e0b57f,59.44.13.219,5d04:3dc8:b6e7:620:915a:12d3:13b1:afd2,-18.1969907,-69.5597273,America/Lima,CL,Silphium mohrii Small,4D-AF-ED-95-54-7C,35028.921,2021-08-23 06:19:47
e4c6d083-cecd-4e46-87bb-beff87860a05,210.185.110.237,f112:a4ac:f9ec:5c93:86dd:ff2:d5d1:bfe8,10.6868176,-12.2490697,Africa/Conakry,GN,Cyperus pennatiformis Kük. var. pennatiformis,84-09-78-BA-BC-D9,13345.962,2022-03-15 20:13:37
ae777167-3267-4ed3-8f3e-864be7f372b4,40.3.76.143,de0f:a104:ff4f:2e46:ef3d:306f:8ffa:6d5,-8.3765619,115.1918802,Asia/Jakarta,ID,Puccinellia groenlandica T.J. Sørensen,B5-0D-E3-91-24-0A,60632.646,2022-05-31 20:29:18
6e1440d2-d587-4db1-88c5-78b938e36d84,234.6.221.253,4904:cf06:4e4e:bf68:257:6f40:78da:606c,50.7326515,41.9594576,Europe/Volgograd,RU,Tanacetum coccineum (Willd.) Grierson,E1-E8-E8-92-AA-E0,42175.756,2021-12-25 05:35:41
1de0e620-f6ab-40ea-b6a7-805ea5353de4,11.148.175.46,5ae0:2cd3:d72a:e11f:2ab1:53a8:8cd9:9a28,14.5665378,121.1092186,Asia/Manila,PH,Heliotropium anomalum Hook. & Arn.,B3-8F-EC-71-01-8A,32525.497,2022-06-18 03:17:55
346f8330-8e2e-4161-ace1-31c51a1860d3,217.138.20.99,56a2:aed3:a48d:7e70:8226:54d1:7912:6774,31.172739,115.008163,Asia/Chongqing,CN,Stenochlaena J. Sm.,4C-72-00-3A-1C-2D,83523.102,2021-08-02 11:54:08
abac8fab-ca5a-4ab0-96fa-5df3b5d88d5e,105.150.235.64,c769:9e01:4a68:b4d8:7c62:4b73:dee2:b971,53.763201,-2.70309,Europe/London,GB,Washingtonia H. Wendl.,F2-19-F2-DF-8F-EB,73831.553,2021-11-28 22:42:01
2905fe97-cfe8-4e08-a833-692845e7a9b1,76.231.133.26,5a46:7695:7b52:5330:cfcb:4660:87b8:4b3d,7.7102381,3.9190062,Africa/Lagos,NG,Lechea stricta Leggett ex Britton,00-08-F8-CE-9D-23,30875.03,2022-01-13 14:29:29
c4a3c2bb-aba4-4e01-85d2-b84ce5075451,221.249.47.73,9242:974d:ae71:710f:f9d1:ba01:ba85:59d2,-8.1995552,112.1060214,Asia/Jakarta,ID,Draba helleriana Greene,92-55-BC-A4-89-0E,97440.996,2022-07-26 14:57:24
2c33be05-30c4-4ca2-9781-7f677bdd90d3,153.153.55.98,e8b5:4735:c44b:2980:3cea:5985:d88e:53ff,27.4456115,-99.5520682,America/Monterrey,MX,Rhamnus serrata Humb. & Bonpl. ex Schult.,08-DF-65-8B-B1-E3,29319.93,2022-07-18 02:16:39
ca8b1065-da5b-429f-b8b3-7b3b86815edd,137.199.91.41,9dfc:5ca7:5bb5:aa52:196e:b42:654d:dbf9,32.910459,119.85254,Asia/Harbin,CN,Hesperoyucca newberryi (McKelvey) Clary,01-02-87-32-CA-97,69819.472,2021-09-24 06:39:13
325e2bfb-d23a-4b27-b675-4c854737f64c,250.32.96.122,c010:b595:88db:498:eb92:fccd:1f18:ad63,20.8743656,-101.5188815,America/Mexico_City,MX,Asplenium ×virginicum Maxon,71-78-36-16-4B-84,56305.622,2022-07-14 08:25:48
4a6a53c5-ea9f-44dc-aaba-3c7446d0f536,154.122.197.137,dc6b:831a:229e:cb69:2773:ee37:656f:afab,-5.5844754,105.4771084,Asia/Jakarta,ID,Claytonia virginica L.,B2-D8-44-C4-E1-E4,13756.853,2021-09-23 12:10:00
d0719429-f754-4a94-9410-69f6ee5ed3aa,49.71.98.106,d2f8:edd2:c68e:4b59:5f91:f9f8:3d3a:7d37,-7.6492089,111.4395128,Asia/Jakarta,ID,Nama havardii A. Gray,A8-6B-2B-9F-55-F4,92890.67,2022-07-04 05:33:19
1acd42c0-6482-4e89-9408-d485aba58c90,190.95.100.172,4999:fbaf:4766:74dc:5d00:fc76:2693:6e39,32.3118725,64.811084,Asia/Kabul,AF,Calochortus monophyllus (Lindl.) Lem.,66-34-7F-A9-62-67,89261.193,2022-06-29 11:00:57
8acdb124-9aa8-4294-be35-c25a1fa2add4,63.159.117.47,7060:398a:9e12:eb3d:5250:fea4:2ec5:8e68,28.447997,109.007094,Asia/Chongqing,CN,Trema lamarckiana (Schult.) Blume,74-2A-DD-AA-EF-60,2732.892,2022-05-14 22:52:39
a52b0165-9a65-441d-be42-67f16ba7c195,165.75.26.44,6178:961c:cf79:a832:90b5:1e36:9589:cb82,50.795058,124.291125,Asia/Harbin,CN,Lupinus subvexus C.P. Sm. var. albilanatus C.P. Sm.,83-B8-53-B0-4D-E1,38232.366,2021-08-30 09:14:47
6a38b853-f598-4024-a8a1-80e2e3ecf4ce,31.124.196.156,7116:50cf:5c28:5d3:a72c:77d6:28bb:2522,30.47863,111.459076,Asia/Chongqing,CN,Halesia diptera Ellis,AE-7F-32-E5-69-D7,19249.227,2022-05-05 05:33:43
c8dea638-4b86-4663-8f34-eb45df34eea7,124.187.198.54,3442:73df:8b67:efb6:4e0e:68e1:f39d:362b,51.1605227,71.4703558,Asia/Almaty,KZ,Rorippa portoricensis (Spreng.) Stehlé,B6-2A-EB-EA-45-E0,43707.861,2021-12-22 10:44:45
2f702740-c133-4abf-a17c-59b3f03a90c3,108.236.57.52,95d0:e9e7:aad6:e7e9:f724:f147:6b34:f69e,-9.2538202,33.6483471,Africa/Dar_es_Salaam,TZ,Labordia degeneri Sherff,3F-86-1B-8B-5A-A2,23336.694,2021-08-28 11:34:08
f6fc02f7-3328-41ec-8816-d22302cb405a,177.171.168.175,4d5f:4749:79cd:febc:cc9d:a07c:d9b7:b295,39.1688385,-8.768872,Europe/Lisbon,PT,Penstemon procerus Douglas ex Graham var. aberrans (M.E. Jones) A. Nelson,37-0E-C1-0B-D7-22,30670.398,2021-09-15 01:14:04
b438a004-6824-4835-9641-4f9c989a780a,231.105.69.196,e77e:ba5e:f3f2:cb83:d155:cc1d:c2e3:3f87,28.228209,112.938814,Asia/Shanghai,CN,Gutierrezia wrightii A. Gray,1F-CB-A6-16-F8-1B,32333.301,2022-04-12 21:59:16
203dbebf-ebcb-4149-ba8d-1c60061a96d6,208.121.180.210,9f82:e23d:28e2:448c:495c:dde6:250c:53a4,-25.7792984,-64.9562897,America/Argentina/Salta,AR,Pinellia ternata (Thunb.) Makino ex Breitenbach,DE-5F-4A-5B-C5-BE,3962.769,2022-05-02 00:16:43
4f827309-52d7-4aef-8064-2374b037aea3,219.131.47.107,9ff4:f0:22c5:7381:c625:122f:a03b:a02f,-20.4207385,-49.9648907,America/Sao_Paulo,BR,Allophyllum gilioides (Benth.) A.D. Grant & V.E. Grant,50-2C-B2-11-66-96,49835.688,2021-11-07 19:43:01
3395b45f-b2bc-4e70-9923-e6381e00491c,7.103.204.230,68cb:ed23:4bd5:1458:5d48:fd04:2330:8ae2,30.543283,117.062623,Asia/Chongqing,CN,Canavalia gladiata (Jacq.) DC.,18-8D-37-D7-58-7A,64489.051,2022-05-10 13:33:37
15db2397-4606-466e-900f-256eee29a648,179.170.15.228,1664:7045:31a3:eaf4:57d3:de14:3538:bf5e,28.682892,115.858197,Asia/Shanghai,CN,Quercus lobata Née,FD-06-3E-41-E8-87,4684.065,2022-04-25 09:26:37
d8797980-1ce3-4355-8a43-6bee904ca07c,127.29.99.158,1603:dfbe:720:d95b:22aa:87a8:4fb2:f8a1,61.3602942,63.5639414,Asia/Yekaterinburg,RU,Asplenium nidus L.,BD-72-6C-BE-2C-F0,68417.388,2022-05-23 10:06:32
5ab22806-f10a-432b-a25a-d4a118bc11f3,187.118.65.57,1281:a209:acf4:be5e:4f80:db93:148d:e1ba,-19.6513424,47.3266162,Indian/Antananarivo,MG,Artemisia laciniata Willd.,FC-47-7E-83-FB-CD,15753.626,2022-01-06 03:40:37
dbfb9fcd-b5b3-49d8-9b03-e6f12c156eff,254.50.183.87,4876:fc43:c1b5:ef7c:3b3a:f24a:585d:efcc,-8.1954879,113.3228127,Asia/Jakarta,ID,Carex ruthii Mack.,0F-CB-7A-9E-14-A2,32805.096,2021-09-18 21:23:12
faf99fe3-f4c9-410e-9082-feb390a556f3,171.191.194.162,35d0:7519:6b68:5c31:f8cd:b6c1:e598:a5f2,57.4286196,33.8164882,Europe/Moscow,RU,Lycopodium dendroideum Michx.,6F-5B-5F-78-A2-9B,60248.753,2022-07-18 14:48:05
e1ade2d2-728b-4c6b-beaa-63789345e7a9,228.111.144.21,163b:ab85:3839:e907:6f41:a373:8e2e:3f9b,60.1387829,14.3822323,Europe/Stockholm,SE,"Lycopodiella margueritiae J.G. Bruce, W.H. Wagner & Beitel",83-4F-B6-57-80-49,59528.215,2021-11-19 20:44:02
425e35ab-de9c-49e5-ad89-ba50165073ed,198.38.140.134,487c:c901:1641:1f92:1094:c479:ab9c:ac0a,14.6387213,121.0505978,Asia/Manila,PH,Rayjacksonia annua (Rydb.) R.L. Hartm. & M.A. Lane,83-53-C4-E4-C0-1F,12201.448,2022-05-03 16:46:57
3fa0ca1a-8e3c-4215-9881-860189ad9677,99.15.132.92,468b:4d08:9458:3a78:82f8:907c:cd50:b84a,49.8799472,20.6937448,Europe/Warsaw,PL,Eupatorium L.,75-B8-A2-C8-BD-FC,83085.012,2021-11-25 13:00:47
82945235-6d0f-411c-b36e-c1fbe472b72d,110.214.244.74,f0fb:d08d:3cdd:a6b0:16d9:3ecf:112b:9603,-10.6776695,-76.2612763,America/Lima,PE,Andreaea heinemannii Hampe & Müll. Hal.,F9-71-58-B0-42-A7,95809.212,2021-09-03 16:54:06
cad54d26-64d7-46e4-b0fe-2d4cf8cfa132,20.38.247.126,b7da:4c95:2e7c:6c7c:ee9e:3212:cab3:8516,9.8220686,124.5140325,Asia/Manila,PH,Phyllostegia Benth.,CD-58-BB-8D-14-0C,20998.818,2021-09-12 04:24:58
17b01b70-c385-4138-a3dc-82ee12bc3842,235.114.250.217,e815:946f:f3f0:880:bba0:19ae:6d56:53e4,-8.0244,111.6441,Asia/Jakarta,ID,Juncus drummondii E. Mey. var. subtriflorus (E. Mey.) C.L. Hitchc.,D7-09-71-5D-1C-FF,98700.561,2022-02-23 07:13:18
3574a33f-9876-40b5-86a9-91681277580e,82.24.190.58,bcbe:c3c2:7f13:dab3:ba04:d02a:abc8:995c,56.42,53.767778,Europe/Samara,RU,Hedyosmum arborescens Sw.,FE-6F-C5-2A-47-33,14328.154,2021-08-21 13:17:13
3b9b3b55-c2cf-4847-b2d8-758c5b7ede5d,104.187.248.117,1d30:afac:4f17:6ace:4088:684b:931a:deff,46.3368774,48.2017123,Europe/Volgograd,RU,Mimosa hystricina (Small ex Britton & Rose) B.L. Turner,0F-79-BE-C4-72-67,29654.925,2022-06-17 03:20:53
ce1d5bfb-95f9-4cde-9c38-9e47ec521190,29.83.145.254,163:e8b2:26f0:5349:ee7a:f82b:117f:ca6e,-18.1380146,30.147383,Africa/Harare,ZW,Phacelia pallida I.M. Johnst.,40-B7-08-6D-80-2D,46998.388,2022-05-20 17:40:57
811a0716-bbcf-45c4-a4a0-1be5705f2c64,151.189.89.145,dcda:5ab2:1c1a:3878:d935:3bcc:2878:6f2b,51.2036947,16.1523941,Europe/Warsaw,PL,Ditrichum montanum Leiberg,52-3F-65-4B-33-6A,46747.896,2021-10-01 00:22:58
920634d9-8205-489b-9f1f-408e97425b04,38.204.43.44,a415:4730:a2a1:e360:dadc:9cae:d8a0:64e2,-7.9868869,113.7513827,Asia/Jakarta,ID,Veratrum album L.,A8-A4-D0-F2-41-84,7982.359,2022-01-20 02:23:55
a745df83-1509-4714-b933-bc2a2edea3ea,46.207.182.151,fb75:af41:572a:4d91:1bb0:78fd:8b9e:a45e,46.3698404,15.8995273,Europe/Ljubljana,SI,Kalmia carolina Small,B4-DF-29-A2-06-04,79876.359,2022-07-12 23:17:19
16058c45-f9c6-4cb1-b000-5c7b598454ac,24.153.82.56,1f3e:d819:4434:11d4:6e45:b3a5:c20a:db7,-10.5086496,-37.4467952,America/Maceio,BR,Pseudocrossidium obtusulum (Lindb.) H.A. Crum & L.E. Anderson,77-B5-D9-0A-ED-4F,21398.759,2022-03-14 12:14:29
2900e4f5-833f-46d5-91b3-3f2e355beef9,156.227.21.207,f231:b434:b7e2:b7d8:f236:e72f:b763:aa18,52.177639,-1.585418,Europe/London,GB,Mirabilis laevis (Benth.) Curran var. villosa (Kellogg) Spellenb.,C0-30-F7-17-76-05,96910.75,2021-10-29 13:13:58
9d5ff684-7c62-4f2f-97c3-8e4a53627df5,223.114.8.135,460:159e:6ca9:3f4e:86d0:2986:af03:374e,11.0855409,7.7199454,Africa/Lagos,NG,Tetrodontium repandum (Funck) Schwägr.,86-03-00-CC-5C-CF,74103.289,2021-09-17 22:59:49
e6d27c43-dc3e-496d-8d69-77a0e786f059,166.37.164.64,976c:3886:1b6a:1d5e:8deb:4dd9:4c72:1c51,-12.67442,-75.325157,America/Lima,PE,Acrocordia megalospora (Fink) R.C. Harris,B2-C5-4C-8A-FD-2B,92068.183,2021-12-04 20:04:14
6798c705-c333-469d-af67-dd1d436943ce,21.3.171.231,a150:8439:4ccf:4e6d:b45b:4877:c211:553f,35.9469003,140.1961209,Asia/Tokyo,JP,Cucurbita maxima Duchesne ssp. andreana (Naudin) Filov,9F-26-AE-28-24-0F,18018.869,2022-03-13 15:41:39
5ac1f79b-5978-4db6-943a-b16d84157515,9.192.169.88,57e9:d019:ce94:9a95:b60c:2e11:551a:68d3,30.378326,111.450006,Asia/Chongqing,CN,Ratibida Raf.,91-F8-44-63-87-04,70211.972,2022-07-10 00:12:10
1f753bab-0ae9-4416-9ee8-04bbf711312d,246.233.204.232,e55e:706d:1a7d:a956:fe70:c9ec:7db9:c3eb,-6.615755,106.4111425,Asia/Jakarta,ID,Warnstorfia pseudostraminea (Müll. Hal.) Tuom. & T. Kop.,73-93-7E-14-B3-D0,8819.717,2021-10-06 02:33:13
f8bcc3ba-4387-4b24-aa6c-af9a633afdfe,112.185.183.111,f3d6:f75f:e9d:16e5:8b19:4454:165f:8247,29.208918,119.460526,Asia/Shanghai,CN,Sedum praealtum DC.,31-8C-6A-17-AC-84,72410.021,2022-03-26 00:41:24
6b397692-da60-4be0-99fc-82e599181847,23.143.6.215,3ba4:be09:65b2:53b:1889:1c29:8f50:1eac,36.1219748,139.707963,Asia/Tokyo,JP,Xanthoria papillifera (Vain.) Poelt,FF-03-BC-59-1B-BA,85323.829,2022-01-22 10:18:34
8a3a2cc3-7333-42b5-847b-fa6a2a9e0198,81.216.181.100,3e65:9cd3:9558:8f6d:716d:7e:20b6:a9af,-13.6667285,-73.3487639,America/Lima,PE,Rhynchospora lindeniana Griseb. var. bahamensis (Britton) Gale,A0-A8-D4-C9-91-50,89098.602,2022-02-08 10:58:10
59aa8edc-6b1d-4a7e-be1f-5c1339125542,204.120.240.94,e085:ad1e:18c5:780c:d8d:9ac:f0ec:5c04,24.8415601,99.0818001,Asia/Harbin,CN,Opuntia valida Griffiths,2A-E8-11-87-23-3C,58173.682,2022-06-23 13:45:29
fd69ca71-d4a4-4393-95c4-a42160a63126,94.159.181.35,8a08:97ec:496f:2cea:fe78:b513:9f54:f573,-7.6629639,109.7680967,Asia/Jakarta,ID,Strangospora microhaema (Norman) R. Anderson,E2-93-B1-38-50-AB,68464.434,2022-06-21 03:30:05
d994e981-0e1b-4a1e-89f5-1120c436a9da,137.14.240.253,58df:fe9:3d1e:5f5f:dd8a:f818:261:2caa,63.1507161,23.1069244,Europe/Helsinki,FI,Frangula sphaerosperma (Sw.) Kartesz & Gandhi,1A-9C-B5-75-37-4F,33462.773,2021-08-10 10:10:35
8434300a-9e6d-43eb-a93c-80258c7ea114,186.98.90.68,7aa9:aa1d:5c31:2477:ab9a:cab2:6361:1305,9.82511,169.31065,Pacific/Majuro,MH,Erigeron inornatus (A. Gray) A. Gray var. calidipetris G.L. Nesom,B4-AC-27-B3-B6-24,57011.146,2021-10-16 05:09:02
3c64e5f7-de7b-4a60-8c4b-a808b2932176,205.182.132.191,43cd:8392:91fe:e0a9:c439:727:4ed7:71d2,58.991981,23.2416861,Europe/Tallinn,EE,Carex ×limula Th. Fr. (pro sp.),6E-C1-46-8D-F6-C2,84196.0,2022-07-19 02:12:49
bf6c8d7c-9c66-4cdf-bb7b-0ceccbb9580b,23.184.242.161,132:8ae2:1dfb:2a15:9b1b:ffd:d385:81c6,33.489877,112.429133,Asia/Shanghai,CN,Rorippa curvisiliqua (Hook.) Besser ex Britton var. procumbens R. Stuckey,83-63-C2-8A-21-14,74225.14,2022-03-29 03:25:45
22941042-6d8a-4aea-9712-9176059f5764,31.178.53.173,ab7:3429:f032:d8ba:f7cd:38c1:ffb1:f0f8,59.9739683,10.9282159,Europe/Oslo,NO,Vernonia angustifolia Michx. ssp. scaberrima (Nutt.) S.B. Jones & Faust,26-6F-3B-3C-56-E7,84537.154,2021-12-18 21:57:25
666af9c8-38e0-46a4-a66d-763956e4f020,147.167.197.142,233e:3b06:d653:eb14:95dd:3070:269b:f48c,45.2507706,20.4661565,Europe/Belgrade,RS,Lycopodiella Holub,B3-21-45-9A-4A-DD,55344.374,2022-06-28 16:06:35
88c0ac0a-62a7-4f38-92e8-983fdaeb4df0,245.3.130.98,4207:bb11:e88a:7ad7:896f:23b4:cc36:a4f0,40.8247318,-96.6157192,America/Chicago,US,Penstemon grinnellii Eastw.,E7-9B-D6-4A-C4-76,36968.131,2022-07-06 06:08:57
563139f0-699b-4b26-b003-0e297f7201d4,204.204.216.77,93cc:7622:1e97:f5cb:e351:f4e4:f300:8bfc,53.3527892,83.67298,Europe/Moscow,RU,Jatropha integerrima Jacq. var. integerrima,09-DF-22-04-9F-6B,96511.808,2022-05-08 06:21:56
